"country","hdicode","hdi_2020","Mobility_SiteName","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","PM_SiteName","a_mean","sd"
"Uganda","Low",0.524,"Kampala",2019-06-09,NA,NA,NA,NA,NA,NA,"Kampala",67.5,29.7482188
"Uganda","Low",0.524,"Kampala",2019-06-10,NA,NA,NA,NA,NA,NA,"Kampala",59.41666667,24.95198287
"Uganda","Low",0.524,"Kampala",2019-06-11,NA,NA,NA,NA,NA,NA,"Kampala",70.125,25.5211975
"Uganda","Low",0.524,"Kampala",2019-06-12,NA,NA,NA,NA,NA,NA,"Kampala",59.58333333,28.28721737
"Uganda","Low",0.524,"Kampala",2019-06-13,NA,NA,NA,NA,NA,NA,"Kampala",72.41666667,34.31556456
"Uganda","Low",0.524,"Kampala",2019-06-14,NA,NA,NA,NA,NA,NA,"Kampala",60.43478261,31.33082433
"Uganda","Low",0.524,"Kampala",2019-06-15,NA,NA,NA,NA,NA,NA,"Kampala",63.45833333,26.66373399
"Uganda","Low",0.524,"Kampala",2019-06-16,NA,NA,NA,NA,NA,NA,"Kampala",72.5,29.31537659
"Uganda","Low",0.524,"Kampala",2019-06-17,NA,NA,NA,NA,NA,NA,"Kampala",73.41666667,31.19352869
"Uganda","Low",0.524,"Kampala",2019-06-18,NA,NA,NA,NA,NA,NA,"Kampala",67.41666667,28.25338251
"Uganda","Low",0.524,"Kampala",2019-06-19,NA,NA,NA,NA,NA,NA,"Kampala",71.625,20.47227712
"Uganda","Low",0.524,"Kampala",2019-06-20,NA,NA,NA,NA,NA,NA,"Kampala",99.25,54.4156707
"Uganda","Low",0.524,"Kampala",2019-06-21,NA,NA,NA,NA,NA,NA,"Kampala",101.375,41.50517254
"Uganda","Low",0.524,"Kampala",2019-06-22,NA,NA,NA,NA,NA,NA,"Kampala",101.25,36.45038319
"Uganda","Low",0.524,"Kampala",2019-06-23,NA,NA,NA,NA,NA,NA,"Kampala",83.83333333,34.41772378
"Uganda","Low",0.524,"Kampala",2019-06-24,NA,NA,NA,NA,NA,NA,"Kampala",73.75,19.28561077
"Uganda","Low",0.524,"Kampala",2019-06-25,NA,NA,NA,NA,NA,NA,"Kampala",80.08333333,45.20476761
"Uganda","Low",0.524,"Kampala",2019-06-26,NA,NA,NA,NA,NA,NA,"Kampala",66.91666667,23.72471957
"Uganda","Low",0.524,"Kampala",2019-06-27,NA,NA,NA,NA,NA,NA,"Kampala",68,22.91382723
"Uganda","Low",0.524,"Kampala",2019-06-28,NA,NA,NA,NA,NA,NA,"Kampala",65.08333333,31.58689418
"Uganda","Low",0.524,"Kampala",2019-06-29,NA,NA,NA,NA,NA,NA,"Kampala",105.4166667,40.90276558
"Uganda","Low",0.524,"Kampala",2019-06-30,NA,NA,NA,NA,NA,NA,"Kampala",70.45833333,24.46822103
"Uganda","Low",0.524,"Kampala",2019-07-01,NA,NA,NA,NA,NA,NA,"Kampala",98.04347826,54.17939751
"Uganda","Low",0.524,"Kampala",2019-07-02,NA,NA,NA,NA,NA,NA,"Kampala",105.2916667,55.59127173
"Uganda","Low",0.524,"Kampala",2019-07-03,NA,NA,NA,NA,NA,NA,"Kampala",99.875,41.05384852
"Uganda","Low",0.524,"Kampala",2019-07-04,NA,NA,NA,NA,NA,NA,"Kampala",43.25,13.11239042
"Uganda","Low",0.524,"Kampala",2019-07-05,NA,NA,NA,NA,NA,NA,"Kampala",62.54166667,25.25518314
"Uganda","Low",0.524,"Kampala",2019-07-06,NA,NA,NA,NA,NA,NA,"Kampala",101.4583333,60.18737349
"Uganda","Low",0.524,"Kampala",2019-07-07,NA,NA,NA,NA,NA,NA,"Kampala",74.25,28.36447564
"Uganda","Low",0.524,"Kampala",2019-07-08,NA,NA,NA,NA,NA,NA,"Kampala",90.91666667,41.64645887
"Uganda","Low",0.524,"Kampala",2019-07-09,NA,NA,NA,NA,NA,NA,"Kampala",76.625,24.03948292
"Uganda","Low",0.524,"Kampala",2019-07-10,NA,NA,NA,NA,NA,NA,"Kampala",56.16666667,20.79646012
"Uganda","Low",0.524,"Kampala",2019-07-11,NA,NA,NA,NA,NA,NA,"Kampala",60,23.00094516
"Uganda","Low",0.524,"Kampala",2019-07-12,NA,NA,NA,NA,NA,NA,"Kampala",45.66666667,6.591606433
"Uganda","Low",0.524,"Kampala",2019-07-13,NA,NA,NA,NA,NA,NA,"Kampala",48.91666667,17.15382241
"Uganda","Low",0.524,"Kampala",2019-07-14,NA,NA,NA,NA,NA,NA,"Kampala",66.29166667,36.73226181
"Uganda","Low",0.524,"Kampala",2019-07-15,NA,NA,NA,NA,NA,NA,"Kampala",83,51.34199061
"Uganda","Low",0.524,"Kampala",2019-07-16,NA,NA,NA,NA,NA,NA,"Kampala",68.04166667,24.69726119
"Uganda","Low",0.524,"Kampala",2019-07-17,NA,NA,NA,NA,NA,NA,"Kampala",60.45833333,23.16853032
"Uganda","Low",0.524,"Kampala",2019-07-18,NA,NA,NA,NA,NA,NA,"Kampala",50.125,23.18228803
"Uganda","Low",0.524,"Kampala",2019-07-19,NA,NA,NA,NA,NA,NA,"Kampala",68.08333333,31.4060596
"Uganda","Low",0.524,"Kampala",2019-07-20,NA,NA,NA,NA,NA,NA,"Kampala",84.29166667,38.05200008
"Uganda","Low",0.524,"Kampala",2019-07-21,NA,NA,NA,NA,NA,NA,"Kampala",89.875,36.90918644
"Uganda","Low",0.524,"Kampala",2019-07-22,NA,NA,NA,NA,NA,NA,"Kampala",75.39130435,29.23842293
"Uganda","Low",0.524,"Kampala",2019-07-23,NA,NA,NA,NA,NA,NA,"Kampala",67.41666667,23.20216756
"Uganda","Low",0.524,"Kampala",2019-07-24,NA,NA,NA,NA,NA,NA,"Kampala",92.25,20.14782327
"Uganda","Low",0.524,"Kampala",2019-07-25,NA,NA,NA,NA,NA,NA,"Kampala",99.29166667,36.60895491
"Uganda","Low",0.524,"Kampala",2019-07-26,NA,NA,NA,NA,NA,NA,"Kampala",111.2083333,40.13345039
"Uganda","Low",0.524,"Kampala",2019-07-27,NA,NA,NA,NA,NA,NA,"Kampala",117.8181818,51.90725996
"Uganda","Low",0.524,"Kampala",2019-07-28,NA,NA,NA,NA,NA,NA,"Kampala",74,24.22034269
"Uganda","Low",0.524,"Kampala",2019-07-29,NA,NA,NA,NA,NA,NA,"Kampala",89.08333333,20.09957098
"Uganda","Low",0.524,"Kampala",2019-07-30,NA,NA,NA,NA,NA,NA,"Kampala",82.91666667,21.8590677
"Uganda","Low",0.524,"Kampala",2019-07-31,NA,NA,NA,NA,NA,NA,"Kampala",74,33.32449158
"Uganda","Low",0.524,"Kampala",2019-08-01,NA,NA,NA,NA,NA,NA,"Kampala",112.625,55.48741534
"Uganda","Low",0.524,"Kampala",2019-08-02,NA,NA,NA,NA,NA,NA,"Kampala",89.20833333,36.36646708
"Uganda","Low",0.524,"Kampala",2019-08-03,NA,NA,NA,NA,NA,NA,"Kampala",54.20833333,18.71520927
"Uganda","Low",0.524,"Kampala",2019-08-04,NA,NA,NA,NA,NA,NA,"Kampala",44.66666667,16.742725
"Uganda","Low",0.524,"Kampala",2019-08-05,NA,NA,NA,NA,NA,NA,"Kampala",55.18181818,17.35982824
"Uganda","Low",0.524,"Kampala",2019-08-06,NA,NA,NA,NA,NA,NA,"Kampala",55,28.14723195
"Uganda","Low",0.524,"Kampala",2019-08-07,NA,NA,NA,NA,NA,NA,"Kampala",74.125,31.93514147
"Uganda","Low",0.524,"Kampala",2019-08-08,NA,NA,NA,NA,NA,NA,"Kampala",68.66666667,20.92360154
"Uganda","Low",0.524,"Kampala",2019-08-09,NA,NA,NA,NA,NA,NA,"Kampala",68.125,28.04857975
"Uganda","Low",0.524,"Kampala",2019-08-10,NA,NA,NA,NA,NA,NA,"Kampala",59,25.56662226
"Uganda","Low",0.524,"Kampala",2019-08-11,NA,NA,NA,NA,NA,NA,"Kampala",54.625,21.3883603
"Uganda","Low",0.524,"Kampala",2019-08-12,NA,NA,NA,NA,NA,NA,"Kampala",71.5,31.24934782
"Uganda","Low",0.524,"Kampala",2019-08-13,NA,NA,NA,NA,NA,NA,"Kampala",61.75,27.26879089
"Uganda","Low",0.524,"Kampala",2019-08-14,NA,NA,NA,NA,NA,NA,"Kampala",72.20833333,33.31663531
"Uganda","Low",0.524,"Kampala",2019-08-15,NA,NA,NA,NA,NA,NA,"Kampala",73.41666667,25.90101
"Uganda","Low",0.524,"Kampala",2019-08-16,NA,NA,NA,NA,NA,NA,"Kampala",67,28.23811793
"Uganda","Low",0.524,"Kampala",2019-08-17,NA,NA,NA,NA,NA,NA,"Kampala",52.29166667,15.04624514
"Uganda","Low",0.524,"Kampala",2019-08-18,NA,NA,NA,NA,NA,NA,"Kampala",67.91666667,39.71191549
"Uganda","Low",0.524,"Kampala",2019-08-19,NA,NA,NA,NA,NA,NA,"Kampala",74.25,36.27102089
"Uganda","Low",0.524,"Kampala",2019-08-20,NA,NA,NA,NA,NA,NA,"Kampala",96.20833333,36.41903368
"Uganda","Low",0.524,"Kampala",2019-08-21,NA,NA,NA,NA,NA,NA,"Kampala",58.54166667,15.76451482
"Uganda","Low",0.524,"Kampala",2019-08-22,NA,NA,NA,NA,NA,NA,"Kampala",80,30.13159544
"Uganda","Low",0.524,"Kampala",2019-08-23,NA,NA,NA,NA,NA,NA,"Kampala",85.54166667,37.08507161
"Uganda","Low",0.524,"Kampala",2019-08-24,NA,NA,NA,NA,NA,NA,"Kampala",66.04166667,23.54547712
"Uganda","Low",0.524,"Kampala",2019-08-25,NA,NA,NA,NA,NA,NA,"Kampala",87.91666667,31.27426594
"Uganda","Low",0.524,"Kampala",2019-08-26,NA,NA,NA,NA,NA,NA,"Kampala",55.45833333,21.62522514
"Uganda","Low",0.524,"Kampala",2019-08-27,NA,NA,NA,NA,NA,NA,"Kampala",77.5,50.1866083
"Uganda","Low",0.524,"Kampala",2019-08-28,NA,NA,NA,NA,NA,NA,"Kampala",65.66666667,37.57041698
"Uganda","Low",0.524,"Kampala",2019-08-29,NA,NA,NA,NA,NA,NA,"Kampala",69.91304348,62.94074634
"Uganda","Low",0.524,"Kampala",2019-08-30,NA,NA,NA,NA,NA,NA,"Kampala",59.5,24.56933401
"Uganda","Low",0.524,"Kampala",2019-08-31,NA,NA,NA,NA,NA,NA,"Kampala",44.45833333,10.59523751
"Uganda","Low",0.524,"Kampala",2019-09-01,NA,NA,NA,NA,NA,NA,"Kampala",53.33333333,20.33345213
"Uganda","Low",0.524,"Kampala",2019-09-02,NA,NA,NA,NA,NA,NA,"Kampala",62.79166667,34.86991872
"Uganda","Low",0.524,"Kampala",2019-09-03,NA,NA,NA,NA,NA,NA,"Kampala",54.58333333,24.17313756
"Uganda","Low",0.524,"Kampala",2019-09-04,NA,NA,NA,NA,NA,NA,"Kampala",81.875,18.75079708
"Uganda","Low",0.524,"Kampala",2019-09-05,NA,NA,NA,NA,NA,NA,"Kampala",62,23.85463222
"Uganda","Low",0.524,"Kampala",2019-09-06,NA,NA,NA,NA,NA,NA,"Kampala",77.83333333,43.100153
"Uganda","Low",0.524,"Kampala",2019-09-07,NA,NA,NA,NA,NA,NA,"Kampala",67.20833333,36.36048879
"Uganda","Low",0.524,"Kampala",2019-09-08,NA,NA,NA,NA,NA,NA,"Kampala",55.33333333,12.44000093
"Uganda","Low",0.524,"Kampala",2019-09-09,NA,NA,NA,NA,NA,NA,"Kampala",70.875,20.25771458
"Uganda","Low",0.524,"Kampala",2019-09-10,NA,NA,NA,NA,NA,NA,"Kampala",79.54166667,21.99007517
"Uganda","Low",0.524,"Kampala",2019-09-11,NA,NA,NA,NA,NA,NA,"Kampala",64.33333333,28.36511432
"Uganda","Low",0.524,"Kampala",2019-09-12,NA,NA,NA,NA,NA,NA,"Kampala",58.875,28.55553323
"Uganda","Low",0.524,"Kampala",2019-09-13,NA,NA,NA,NA,NA,NA,"Kampala",95.875,55.09226451
"Uganda","Low",0.524,"Kampala",2019-09-14,NA,NA,NA,NA,NA,NA,"Kampala",61.08333333,19.41518157
"Uganda","Low",0.524,"Kampala",2019-09-15,NA,NA,NA,NA,NA,NA,"Kampala",55.66666667,28.23144511
"Uganda","Low",0.524,"Kampala",2019-09-16,NA,NA,NA,NA,NA,NA,"Kampala",69.04166667,27.92299842
"Uganda","Low",0.524,"Kampala",2019-09-17,NA,NA,NA,NA,NA,NA,"Kampala",75.625,35.74281624
"Uganda","Low",0.524,"Kampala",2019-09-18,NA,NA,NA,NA,NA,NA,"Kampala",61.25,29.5873798
"Uganda","Low",0.524,"Kampala",2019-09-19,NA,NA,NA,NA,NA,NA,"Kampala",66.33333333,30.46689817
"Uganda","Low",0.524,"Kampala",2019-09-20,NA,NA,NA,NA,NA,NA,"Kampala",66.41666667,28.47564431
"Uganda","Low",0.524,"Kampala",2019-09-21,NA,NA,NA,NA,NA,NA,"Kampala",58.875,18.93997957
"Uganda","Low",0.524,"Kampala",2019-09-22,NA,NA,NA,NA,NA,NA,"Kampala",82.79166667,51.74349711
"Uganda","Low",0.524,"Kampala",2019-09-23,NA,NA,NA,NA,NA,NA,"Kampala",103.7916667,52.95032879
"Uganda","Low",0.524,"Kampala",2019-09-24,NA,NA,NA,NA,NA,NA,"Kampala",79.58333333,43.13267365
"Uganda","Low",0.524,"Kampala",2019-09-25,NA,NA,NA,NA,NA,NA,"Kampala",56.33333333,15.56938654
"Uganda","Low",0.524,"Kampala",2019-09-26,NA,NA,NA,NA,NA,NA,"Kampala",54.375,17.96569799
"Uganda","Low",0.524,"Kampala",2019-09-27,NA,NA,NA,NA,NA,NA,"Kampala",63.16666667,20.25418189
"Uganda","Low",0.524,"Kampala",2019-09-28,NA,NA,NA,NA,NA,NA,"Kampala",44.5,18.74079484
"Uganda","Low",0.524,"Kampala",2019-09-29,NA,NA,NA,NA,NA,NA,"Kampala",60.16666667,20.89865123
"Uganda","Low",0.524,"Kampala",2019-09-30,NA,NA,NA,NA,NA,NA,"Kampala",38.29166667,8.735132296
"Uganda","Low",0.524,"Kampala",2019-10-01,NA,NA,NA,NA,NA,NA,"Kampala",38.125,3.136763573
"Uganda","Low",0.524,"Kampala",2019-10-02,NA,NA,NA,NA,NA,NA,"Kampala",34,10.34408043
"Uganda","Low",0.524,"Kampala",2019-10-03,NA,NA,NA,NA,NA,NA,"Kampala",50.75,22.63366097
"Uganda","Low",0.524,"Kampala",2019-10-04,NA,NA,NA,NA,NA,NA,"Kampala",48.75,19.24724712
"Uganda","Low",0.524,"Kampala",2019-10-05,NA,NA,NA,NA,NA,NA,"Kampala",63.5,49.0137514
"Uganda","Low",0.524,"Kampala",2019-10-06,NA,NA,NA,NA,NA,NA,"Kampala",41.375,12.1684285
"Uganda","Low",0.524,"Kampala",2019-10-07,NA,NA,NA,NA,NA,NA,"Kampala",47.33333333,26.18274684
"Uganda","Low",0.524,"Kampala",2019-10-08,NA,NA,NA,NA,NA,NA,"Kampala",63.91666667,28.73706388
"Uganda","Low",0.524,"Kampala",2019-10-09,NA,NA,NA,NA,NA,NA,"Kampala",54.16666667,16.54944283
"Uganda","Low",0.524,"Kampala",2019-10-10,NA,NA,NA,NA,NA,NA,"Kampala",47.625,16.50247017
"Uganda","Low",0.524,"Kampala",2019-10-11,NA,NA,NA,NA,NA,NA,"Kampala",50.25,24.38695726
"Uganda","Low",0.524,"Kampala",2019-10-12,NA,NA,NA,NA,NA,NA,"Kampala",44.58333333,13.61877434
"Uganda","Low",0.524,"Kampala",2019-10-13,NA,NA,NA,NA,NA,NA,"Kampala",40.83333333,13.86477133
"Uganda","Low",0.524,"Kampala",2019-10-14,NA,NA,NA,NA,NA,NA,"Kampala",43.45833333,14.99849026
"Uganda","Low",0.524,"Kampala",2019-10-15,NA,NA,NA,NA,NA,NA,"Kampala",52.33333333,30.33532403
"Uganda","Low",0.524,"Kampala",2019-10-16,NA,NA,NA,NA,NA,NA,"Kampala",45.83333333,15.08142153
"Uganda","Low",0.524,"Kampala",2019-10-17,NA,NA,NA,NA,NA,NA,"Kampala",51.41666667,30.11415479
"Uganda","Low",0.524,"Kampala",2019-10-18,NA,NA,NA,NA,NA,NA,"Kampala",33.875,9.741495734
"Uganda","Low",0.524,"Kampala",2019-10-19,NA,NA,NA,NA,NA,NA,"Kampala",55.70833333,32.32239655
"Uganda","Low",0.524,"Kampala",2019-10-20,NA,NA,NA,NA,NA,NA,"Kampala",44.375,19.29814702
"Uganda","Low",0.524,"Kampala",2019-10-21,NA,NA,NA,NA,NA,NA,"Kampala",49.83333333,22.32500385
"Uganda","Low",0.524,"Kampala",2019-10-22,NA,NA,NA,NA,NA,NA,"Kampala",59.41666667,26.67993329
"Uganda","Low",0.524,"Kampala",2019-10-23,NA,NA,NA,NA,NA,NA,"Kampala",42.75,16.54572058
"Uganda","Low",0.524,"Kampala",2019-10-24,NA,NA,NA,NA,NA,NA,"Kampala",46.70833333,26.17413122
"Uganda","Low",0.524,"Kampala",2019-10-25,NA,NA,NA,NA,NA,NA,"Kampala",57.04166667,20.83784009
"Uganda","Low",0.524,"Kampala",2019-10-26,NA,NA,NA,NA,NA,NA,"Kampala",40.875,16.79884183
"Uganda","Low",0.524,"Kampala",2019-10-27,NA,NA,NA,NA,NA,NA,"Kampala",49.5,25.27758932
"Uganda","Low",0.524,"Kampala",2019-10-28,NA,NA,NA,NA,NA,NA,"Kampala",54.5,27.72379295
"Uganda","Low",0.524,"Kampala",2019-10-29,NA,NA,NA,NA,NA,NA,"Kampala",48.66666667,22.02107028
"Uganda","Low",0.524,"Kampala",2019-10-30,NA,NA,NA,NA,NA,NA,"Kampala",44.91666667,14.64928153
"Uganda","Low",0.524,"Kampala",2019-10-31,NA,NA,NA,NA,NA,NA,"Kampala",56.75,23.03730434
"Uganda","Low",0.524,"Kampala",2019-11-01,NA,NA,NA,NA,NA,NA,"Kampala",47.20833333,13.78398304
"Uganda","Low",0.524,"Kampala",2019-11-02,NA,NA,NA,NA,NA,NA,"Kampala",55.41666667,23.8890855
"Uganda","Low",0.524,"Kampala",2019-11-03,NA,NA,NA,NA,NA,NA,"Kampala",59.20833333,25.95645043
"Uganda","Low",0.524,"Kampala",2019-11-04,NA,NA,NA,NA,NA,NA,"Kampala",64.04347826,31.32596695
"Uganda","Low",0.524,"Kampala",2019-11-05,NA,NA,NA,NA,NA,NA,"Kampala",77.91666667,52.79074084
"Uganda","Low",0.524,"Kampala",2019-11-06,NA,NA,NA,NA,NA,NA,"Kampala",79.54166667,36.31741607
"Uganda","Low",0.524,"Kampala",2019-11-07,NA,NA,NA,NA,NA,NA,"Kampala",56.70833333,23.51591351
"Uganda","Low",0.524,"Kampala",2019-11-08,NA,NA,NA,NA,NA,NA,"Kampala",55.79166667,20.99063801
"Uganda","Low",0.524,"Kampala",2019-11-09,NA,NA,NA,NA,NA,NA,"Kampala",72.29166667,43.8579517
"Uganda","Low",0.524,"Kampala",2019-11-10,NA,NA,NA,NA,NA,NA,"Kampala",52.25,30.60441855
"Uganda","Low",0.524,"Kampala",2019-11-11,NA,NA,NA,NA,NA,NA,"Kampala",50.70833333,32.43787261
"Uganda","Low",0.524,"Kampala",2019-11-12,NA,NA,NA,NA,NA,NA,"Kampala",54.54166667,21.46783067
"Uganda","Low",0.524,"Kampala",2019-11-13,NA,NA,NA,NA,NA,NA,"Kampala",68.58333333,46.60464305
"Uganda","Low",0.524,"Kampala",2019-11-14,NA,NA,NA,NA,NA,NA,"Kampala",79.70833333,34.74187946
"Uganda","Low",0.524,"Kampala",2019-11-15,NA,NA,NA,NA,NA,NA,"Kampala",59.125,25.75015829
"Uganda","Low",0.524,"Kampala",2019-11-16,NA,NA,NA,NA,NA,NA,"Kampala",79.29166667,45.13985915
"Uganda","Low",0.524,"Kampala",2019-11-17,NA,NA,NA,NA,NA,NA,"Kampala",57.45833333,27.78172556
"Uganda","Low",0.524,"Kampala",2019-11-18,NA,NA,NA,NA,NA,NA,"Kampala",56.70833333,24.72365382
"Uganda","Low",0.524,"Kampala",2019-11-19,NA,NA,NA,NA,NA,NA,"Kampala",62.70833333,24.35512475
"Uganda","Low",0.524,"Kampala",2019-11-20,NA,NA,NA,NA,NA,NA,"Kampala",44.33333333,9.300148043
"Uganda","Low",0.524,"Kampala",2019-11-21,NA,NA,NA,NA,NA,NA,"Kampala",39.66666667,13.09718412
"Uganda","Low",0.524,"Kampala",2019-11-22,NA,NA,NA,NA,NA,NA,"Kampala",40.91666667,12.72080346
"Uganda","Low",0.524,"Kampala",2019-11-23,NA,NA,NA,NA,NA,NA,"Kampala",33.125,7.15853094
"Uganda","Low",0.524,"Kampala",2019-11-24,NA,NA,NA,NA,NA,NA,"Kampala",44.875,17.00463492
"Uganda","Low",0.524,"Kampala",2019-11-25,NA,NA,NA,NA,NA,NA,"Kampala",38,14.55424635
"Uganda","Low",0.524,"Kampala",2019-11-26,NA,NA,NA,NA,NA,NA,"Kampala",42.66666667,22.50539388
"Uganda","Low",0.524,"Kampala",2019-11-27,NA,NA,NA,NA,NA,NA,"Kampala",62.33333333,33.13433352
"Uganda","Low",0.524,"Kampala",2019-11-28,NA,NA,NA,NA,NA,NA,"Kampala",56.16666667,23.0380907
"Uganda","Low",0.524,"Kampala",2019-11-29,NA,NA,NA,NA,NA,NA,"Kampala",45.25,14.78615686
"Uganda","Low",0.524,"Kampala",2019-11-30,NA,NA,NA,NA,NA,NA,"Kampala",84.29166667,55.62489212
"Uganda","Low",0.524,"Kampala",2019-12-01,NA,NA,NA,NA,NA,NA,"Kampala",79.5,30.43167686
"Uganda","Low",0.524,"Kampala",2019-12-02,NA,NA,NA,NA,NA,NA,"Kampala",81.5,41.33216455
"Uganda","Low",0.524,"Kampala",2019-12-03,NA,NA,NA,NA,NA,NA,"Kampala",62.75,32.5499616
"Uganda","Low",0.524,"Kampala",2019-12-04,NA,NA,NA,NA,NA,NA,"Kampala",82,38.89674179
"Uganda","Low",0.524,"Kampala",2019-12-05,NA,NA,NA,NA,NA,NA,"Kampala",118.8333333,51.75499696
"Uganda","Low",0.524,"Kampala",2019-12-06,NA,NA,NA,NA,NA,NA,"Kampala",53.625,28.02609421
"Uganda","Low",0.524,"Kampala",2019-12-07,NA,NA,NA,NA,NA,NA,"Kampala",79.41666667,48.16991364
"Uganda","Low",0.524,"Kampala",2019-12-08,NA,NA,NA,NA,NA,NA,"Kampala",71.83333333,17.71186452
"Uganda","Low",0.524,"Kampala",2019-12-09,NA,NA,NA,NA,NA,NA,"Kampala",55.25,21.74406466
"Uganda","Low",0.524,"Kampala",2019-12-10,NA,NA,NA,NA,NA,NA,"Kampala",54.58333333,18.48128705
"Uganda","Low",0.524,"Kampala",2019-12-11,NA,NA,NA,NA,NA,NA,"Kampala",42.125,15.02552177
"Uganda","Low",0.524,"Kampala",2019-12-12,NA,NA,NA,NA,NA,NA,"Kampala",58.29166667,21.21213592
"Uganda","Low",0.524,"Kampala",2019-12-13,NA,NA,NA,NA,NA,NA,"Kampala",40.91666667,15.54493254
"Uganda","Low",0.524,"Kampala",2019-12-14,NA,NA,NA,NA,NA,NA,"Kampala",53.79166667,24.43087705
"Uganda","Low",0.524,"Kampala",2019-12-15,NA,NA,NA,NA,NA,NA,"Kampala",72.79166667,51.640883
"Uganda","Low",0.524,"Kampala",2019-12-16,NA,NA,NA,NA,NA,NA,"Kampala",54.625,27.71879366
"Uganda","Low",0.524,"Kampala",2019-12-17,NA,NA,NA,NA,NA,NA,"Kampala",62.5,31.6048978
"Uganda","Low",0.524,"Kampala",2019-12-18,NA,NA,NA,NA,NA,NA,"Kampala",97.5,45.54882712
"Uganda","Low",0.524,"Kampala",2019-12-19,NA,NA,NA,NA,NA,NA,"Kampala",62.125,32.03980201
"Uganda","Low",0.524,"Kampala",2019-12-20,NA,NA,NA,NA,NA,NA,"Kampala",81.875,62.05629457
"Uganda","Low",0.524,"Kampala",2019-12-21,NA,NA,NA,NA,NA,NA,"Kampala",106.375,55.90816422
"Uganda","Low",0.524,"Kampala",2019-12-22,NA,NA,NA,NA,NA,NA,"Kampala",90.125,50.16434946
"Uganda","Low",0.524,"Kampala",2019-12-23,NA,NA,NA,NA,NA,NA,"Kampala",49.875,14.23502264
"Uganda","Low",0.524,"Kampala",2019-12-24,NA,NA,NA,NA,NA,NA,"Kampala",59.91666667,35.41912609
"Uganda","Low",0.524,"Kampala",2019-12-25,NA,NA,NA,NA,NA,NA,"Kampala",55.33333333,18.40762287
"Uganda","Low",0.524,"Kampala",2019-12-26,NA,NA,NA,NA,NA,NA,"Kampala",57.58333333,33.89358881
"Uganda","Low",0.524,"Kampala",2019-12-27,NA,NA,NA,NA,NA,NA,"Kampala",73.54166667,29.79638024
"Uganda","Low",0.524,"Kampala",2019-12-28,NA,NA,NA,NA,NA,NA,"Kampala",97.33333333,30.4269141
"Uganda","Low",0.524,"Kampala",2019-12-29,NA,NA,NA,NA,NA,NA,"Kampala",106.3333333,22.61524431
"Uganda","Low",0.524,"Kampala",2019-12-30,NA,NA,NA,NA,NA,NA,"Kampala",93.95833333,45.84423454
"Uganda","Low",0.524,"Kampala",2019-12-31,NA,NA,NA,NA,NA,NA,"Kampala",86.20833333,60.66872209
"Uganda","Low",0.524,"Kampala",2020-01-01,NA,NA,NA,NA,NA,NA,"Kampala",66.75,42.86302755
"Uganda","Low",0.524,"Kampala",2020-01-02,NA,NA,NA,NA,NA,NA,"Kampala",68.375,33.2707111
"Uganda","Low",0.524,"Kampala",2020-01-03,NA,NA,NA,NA,NA,NA,"Kampala",46.33333333,17.2970635
"Uganda","Low",0.524,"Kampala",2020-01-04,NA,NA,NA,NA,NA,NA,"Kampala",57.04166667,27.56412156
"Uganda","Low",0.524,"Kampala",2020-01-05,NA,NA,NA,NA,NA,NA,"Kampala",54.54166667,16.27742947
"Uganda","Low",0.524,"Kampala",2020-01-06,NA,NA,NA,NA,NA,NA,"Kampala",76.95833333,21.35716796
"Uganda","Low",0.524,"Kampala",2020-01-07,NA,NA,NA,NA,NA,NA,"Kampala",81.375,23.57561839
"Uganda","Low",0.524,"Kampala",2020-01-08,NA,NA,NA,NA,NA,NA,"Kampala",98.125,29.43970836
"Uganda","Low",0.524,"Kampala",2020-01-14,NA,NA,NA,NA,NA,NA,"Kampala",122.6842105,45.52661326
"Uganda","Low",0.524,"Kampala",2020-01-15,NA,NA,NA,NA,NA,NA,"Kampala",133.375,73.44552107
"Uganda","Low",0.524,"Kampala",2019-05-13,NA,NA,NA,NA,NA,NA,"Kampala",35.5,11.77691183
"Uganda","Low",0.524,"Kampala",2019-05-14,NA,NA,NA,NA,NA,NA,"Kampala",42.875,16.73141409
"Uganda","Low",0.524,"Kampala",2019-05-15,NA,NA,NA,NA,NA,NA,"Kampala",43.41666667,12.80596555
"Uganda","Low",0.524,"Kampala",2019-05-16,NA,NA,NA,NA,NA,NA,"Kampala",36.91666667,10.91833984
"Uganda","Low",0.524,"Kampala",2019-05-17,NA,NA,NA,NA,NA,NA,"Kampala",39.29166667,14.82793828
"Uganda","Low",0.524,"Kampala",2019-05-18,NA,NA,NA,NA,NA,NA,"Kampala",34.875,13.3459406
"Uganda","Low",0.524,"Kampala",2019-05-19,NA,NA,NA,NA,NA,NA,"Kampala",40.08333333,15.23701633
"Uganda","Low",0.524,"Kampala",2019-05-20,NA,NA,NA,NA,NA,NA,"Kampala",37.79166667,21.33170567
"Uganda","Low",0.524,"Kampala",2019-05-21,NA,NA,NA,NA,NA,NA,"Kampala",35.16666667,11.25849116
"Uganda","Low",0.524,"Kampala",2019-05-22,NA,NA,NA,NA,NA,NA,"Kampala",39.95833333,15.34665851
