"country","hdicode","hdi_2020","Mobility_SiteName","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","PM_SiteName","a_mean","sd"
"India","Medium",0.642,"Chennai",2020-09-01,-51,-17,-73,-59,-54,19,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-02,-51,-17,-73,-59,-53,19,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-03,-52,-18,-73,-61,-53,20,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-04,-52,-15,-73,-61,-53,19,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-05,-54,-14,-74,-57,-37,13,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-06,-66,-36,-76,-60,-32,12,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-07,-50,-17,-71,-58,-52,18,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-08,-50,-15,-70,-55,-54,18,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-09,-50,-17,-71,-56,-52,18,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-10,-50,-16,-70,-56,-52,20,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-11,-50,-15,-70,-56,-52,19,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-12,-52,-16,-73,-53,-39,14,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-13,-69,-46,-78,-57,-31,12,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-14,-48,-19,-71,-55,-49,17,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-15,-49,-19,-71,-54,-52,19,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-16,-46,-15,-69,-53,-50,19,NA,NA,NA
"India","Medium",0.642,"Chennai",2020-09-17,-50,-22,-68,-57,-52,21,NA,NA,NA
